Order #,SB #,SKU,Item Description,Model,Qty,Category,Unit Retail,Ext. Retail,Brand,UPC,Department,Product Class,Subcategory
1176354,778005,1002159511,TimeMaster 30 in. Briggs & Stratton Personal Pace Self-Propelled Walk-Behind Gas Lawn Mower with Spin-Stop,21199,1,HARDWARE AND TOOLS,1783.1,1783.1,Toro,,Outdoors,,Lawn Mowers
1176354,777726,1001694561,RIDGID 10IN WET TILE SAW W-STAND,R4092,2,HARDWARE AND TOOLS,793.65,1587.3,RIDGID,,Flooring,,Flooring Tools
1176354,778005,1003581001,9-Piece Regular Duty Welded Steel Garage Storage System in Black (133 in. W x 75 in. H x 19 in. D) (Please be advised that sets may be missing pieces or otherwise incomplete.),GS13209-WO,1,HARDWARE AND TOOLS,1056.87,1056.87,Husky,,Storage & Organization,,Garage Storage Systems
1176354,777726,929866,RIDGID 12 GAL WET/DRY VAC,WD1270,8,HARDWARE AND TOOLS,124.33,994.64,,,,,
1176354,778005,463474,LINCOLN ELEC 140HD WIRE FEED WELDER,K2514-1,1,HARDWARE AND TOOLS,833.34,833.34,,,,,
1176354,778005,1003839187,21in. 140cc Briggs & Stratton Gas Push Lawn Mower with Rear bag and Mulching Kit Included,11A-B1BM723,2,HARDWARE AND TOOLS,407.65,815.3,Troy-Bilt,,Outdoors,,Lawn Mowers
1176354,778005,1001694561,RIDGID 10IN WET TILE SAW W-STAND,R4092,1,HARDWARE AND TOOLS,793.65,793.65,RIDGID,,Flooring,,Flooring Tools
1176354,778005,311220,"""7"""" RIDGID TILE SAW W/ STAND""",R4030S,2,HARDWARE AND TOOLS,353.12,706.24,,,,,
1176354,777726,311220,"""7"""" RIDGID TILE SAW W/ STAND""",R4030S,2,HARDWARE AND TOOLS,353.12,706.24,,,,,
1176354,777726,1004185550,"""90 QT STORAGE BOX, GRAY""",16666A04,39,HARDWARE AND TOOLS,17.19,670.41,Sterilite,,Storage & Organization,,Storage Bins
1176354,778005,1003430745,"9 Gal. 4.25-Peak HP NXT Wet/Dry Shop Vacuum with Filter, Hose and Accessories",HD0900,6,HARDWARE AND TOOLS,109.87,659.22,RIDGID,,Tools,,Wet & Dry Vacuums
1176354,777726,1003208332,4.5 Gal. Portable Electric-Powered Silent Air Compressor,3320445,3,HARDWARE AND TOOLS,218.2,654.6,Husky,,Tools,,Air Compressors
1176354,777726,1002256333,M18 FUEL 18V Lithium-Ion Brushless Cordless 10 in. Dual Bevel Sliding Compound Miter Saw (Tool-Only),754572,1,HARDWARE AND TOOLS,642.39,642.39,Milwaukee,,Tools,,Saws
1176354,778005,1000029981,HUSKY 432PC MECHANICS TOOL SET (Please be advised that sets may be missing pieces or otherwise incomplete.),H432MTS,1,HARDWARE AND TOOLS,546.21,546.21,Husky,,Tools,,Hand Tool Sets
1176354,777726,1003225286,72 in. x 24 in. 3-Drawers Rolling Industrial Workbench and Wood Top,68001,1,HARDWARE AND TOOLS,530.99,530.99,Duramax Building Products,,Tools,,Tool Chests
1176354,777726,1006435558,3100 PSI 2.3 GPM Cold Water Gas Pressure Washer Honda,RY803023,1,HARDWARE AND TOOLS,495.88,495.88,RYOBI,,Outdoors,,Pressure Washers
1176354,778005,1006399517,46 in. W x 51 in. D Standard Duty 9-Drawer Mobile Workbench with Solid Top Full Length Extension Table in Gloss White,HOTC4609BJ5M,1,HARDWARE AND TOOLS,491.88,491.88,Husky,,Tools,,Tool Chests
1176354,778005,1005530962,1600 Peak Amp Portable Car Jump Starter with 120 PSI Digital Air Compressor and 500-Watt Inverter,DXAEPS14,2,HARDWARE AND TOOLS,244.4,488.8,DEWALT,,Automotive,,Jump Starters
1176354,778005,1002159927,0.8 cu. ft. Fireproof & Waterproof Safe with Digital Combination Lock,SFW082F,2,HARDWARE AND TOOLS,238.08,476.16,SentrySafe,,Tools,,Safes
1176354,778005,525441,6 SHELF CHROME WIRE UNIT 48X18X72,HD18481302PS,4,HARDWARE AND TOOLS,113.62,454.48,,,,,
1176354,778005,1006834733,6 Qt. Latching Storage Totes (Set of 3) (Please be advised that sets may be missing pieces or otherwise incomplete.),14805D04,48,HARDWARE AND TOOLS,9.34,448.32,Sterilite,,Storage & Organization,,Storage Bins
1176354,778005,1003208332,4.5 Gal. Portable Electric-Powered Silent Air Compressor,3320445,2,HARDWARE AND TOOLS,218.2,436.4,Husky,,Tools,,Air Compressors
1176354,777726,1004319517,46 in. W x 24.5 in. D Standard Duty 9-Drawer Mobile WorkbenchTool Chest with Solid Wood Top in Gloss White,H46MWC9GWXD-TL,1,HARDWARE AND TOOLS,434.38,434.38,Husky,,Tools,,Tool Chests
1176354,778005,1001375615,20 in. 50.2 cc Gas 2-Stroke Cycle Chainsaw,CS-490-20AA,1,HARDWARE AND TOOLS,432.66,432.66,ECHO,,Outdoors,,Chainsaws
1176354,778005,1004921329,20 Gal. Vertical Electric-Powered Silent Air Compressor,3332013,1,HARDWARE AND TOOLS,428.82,428.82,Husky,,Tools,,Air Compressors
1176354,778005,1001375624,216 MPH 517 CFM 58.2cc Gas 2-Stroke Cycle Backpack Leaf Blower with Tube Throttle,PB-580TAA,1,HARDWARE AND TOOLS,409.51,409.51,ECHO,,Outdoors,,Leaf Blowers
1176354,777726,1004797215,917 SmartCode Satin Nickel Keypad Electronic Single-Cylinder Tustin Door Lever Featuring SmartKey Security,99170-001,3,HARDWARE AND TOOLS,136.3,408.9,Kwikset,,Hardware,,Door Locks
1176354,778005,1000024915,SmartCode 913 Satin Nickel Single Cylinder Keypad Electronic Deadbolt Featuring SmartKey Security,99130-002,3,HARDWARE AND TOOLS,136.16,408.48,Kwikset,,Hardware,,Door Locks
1176354,777726,1000045230,7 in. 4.8 Amp Tabletop Tile Saw,WS722,3,HARDWARE AND TOOLS,135.41,406.23,RYOBI,,Flooring,,Flooring Tools
1176354,777726,513945,BW BIGHORN X CARNABY HSET VEN BRNZ,91800-007,2,HARDWARE AND TOOLS,193.41,386.82,,,,,
1176354,778005,776130,VARIABLE SPD RT ANGLE DRILL KIT/HOST,3107-6,1,HARDWARE AND TOOLS,385.11,385.11,,,,,
1176354,778005,1005649350,"Flex-Force 16 in. 60-Volt Max Lithium-Ion Battery Electric Cordless Chainsaw, 2.5 Ah Battery and Charger Included",51850,1,HARDWARE AND TOOLS,380,380,Toro,,Outdoors,,Chainsaws
1176354,778005,1002714648,HUSKY 8G 150 PSI HOTDOG COMPRESSOR,300816,2,HARDWARE AND TOOLS,185.05,370.1,Husky,,Tools,,Air Compressors
1176354,777726,311220,"""7"""" RIDGID TILE SAW W/ STAND""",R4030S,1,HARDWARE AND TOOLS,360.57,360.57,,,,,
1176354,778005,1002969129,"M18 FUEL 18V Lithium-Ion Brushless Cordless HACKZALL Reciprocating Saw Kit W/(1) 5.0Ah Batteries, Charger & Tool Bag",2719-21,1,HARDWARE AND TOOLS,355.14,355.14,Milwaukee,,Tools,,Saws
1176354,777726,1003837689,20 in. 21.2 cc Gas 2-Stroke Hedge Trimmer,HC-2020AA,1,HARDWARE AND TOOLS,352.58,352.58,ECHO,,Outdoors,,Trimmers
1176354,778005,311220,"""7"""" RIDGID TILE SAW W/ STAND""",R4030S,1,HARDWARE AND TOOLS,350.9,350.9,,,,,
1176354,777726,1001253037,"""MAKITA 7/16"""" MEDIUM CROWN STAPLER""",AT1150A,1,HARDWARE AND TOOLS,339.71,339.71,,,,,
1176354,777726,929602,RIDGID 16 GAL DETACH BLOWER W/D VAC,WD1680,2,HARDWARE AND TOOLS,167.8,335.6,,,,,
1176354,777726,1006562802,Schumacher Pro Automotive 12-Volt 1200 Peak Amp Jump Starter and Portable Power Station with 100-PSI Air Compressor,SPR1631,2,HARDWARE AND TOOLS,165.31,330.62,Schumacher Electric,,Automotive,,Jump Starters
1176354,777726,1003430745,"9 Gal. 4.25-Peak HP NXT Wet/Dry Shop Vacuum with Filter, Hose and Accessories",HD0900,3,HARDWARE AND TOOLS,109.87,329.61,RIDGID,,Tools,,Wet & Dry Vacuums
1176354,778005,255156,RIDGID 14 GAL WET/DRY VAC,WD1450,2,HARDWARE AND TOOLS,162.93,325.86,,,,,
1176354,778005,235294,DW HD MITER STAND,DWX723,1,HARDWARE AND TOOLS,319.94,319.94,,,,,
1176354,777726,1004154264,15 Amp Corded 10 in. Compound Single Bevel Miter Saw,DWS713,1,HARDWARE AND TOOLS,310.48,310.48,DEWALT,,Tools,,Saws
1176354,777726,1005847794,16 in. 34.4 cc Gas 2-Stroke Engine Chainsaw,CS-3510-16AA,1,HARDWARE AND TOOLS,310.21,310.21,ECHO,,Outdoors,,Chainsaws
1176354,777726,1002460039,FOLDING MITER SAW STAND,762206,1,HARDWARE AND TOOLS,305.49,305.49,Milwaukee,,Tools,,Tool Stands
1176354,778005,1001536209,Montara Venetian Bronze Single Cylinder Door Handleset with Juno Entry Door Knob Featuring SmartKey Security,95530-019,2,HARDWARE AND TOOLS,145.35,290.7,Kwikset,,Hardware,,Entry Door Handlesets
1176354,778005,476085,RIDGID 4 GAL PORTABLE WET/DRY VAC,WD4070,2,HARDWARE AND TOOLS,136.84,273.68,,,,,
1176354,777726,476085,RIDGID 4 GAL PORTABLE WET/DRY VAC,WD4070,2,HARDWARE AND TOOLS,136.84,273.68,,,,,
1176354,777726,1001536212,SmartCode 913 Venetian Bronze Single Cylinder Keypad Electronic Deadbolt Featuring SmartKey Security,99130-003,2,HARDWARE AND TOOLS,136.16,272.32,Kwikset,,Hardware,,Door Locks
1176354,777726,1005648937,15 in. 46 cc Gas Powered 4-Cycle Gas Cultivator,A063001,1,HARDWARE AND TOOLS,271.77,271.77,Legend Force,,Outdoors,,Rototillers & Cultivators
1176354,777726,1005422393,"""HUSKY 290PC MECH SET 1/4,3/8,1/2"""""" (Please be advised that sets may be missing pieces or otherwise incomplete.)",H290MTS,1,HARDWARE AND TOOLS,270.2,270.2,Husky,,Tools,,Hand Tool Sets
1176354,777726,1003181540,BLAZE 400 ft. Outdoor Laser Distance Tape Measuring Tool with Bluetooth and Camera Viewfinder,GLM400C,1,HARDWARE AND TOOLS,267.48,267.48,Bosch,,Tools,,Measuring Tools
1176354,777726,1001605055,EGO 56V LI-ION TURBO BLOWER 2.5AH,LB5302,1,HARDWARE AND TOOLS,257.95,257.95,,,,,
1176354,777726,1005152869,M12 FUEL 12V Lithium-Ion Brushless Cordless 1/2 in. Right Angle Impact Wrench (Tool-Only),2565-20,1,HARDWARE AND TOOLS,256.4,256.4,Milwaukee,,Tools,,Impact Wrenches
1176354,778005,1002235647,MAKITA 18V BLOWER WTUBE (TOOL ONLY),DUB183Z,2,HARDWARE AND TOOLS,127.19,254.38,,,,,
1176354,778005,929866,RIDGID 12 GAL WET/DRY VAC,WD1270,2,HARDWARE AND TOOLS,124.33,248.66,,,,,
1176354,778005,1006456338,64 in. W Utility Shelf and Track Storage System,220861,1,HARDWARE AND TOOLS,246.33,246.33,Garage Essentials,,Storage & Organization,,Garage Wall Organization
1176354,777726,1005530962,1600 Peak Amp Portable Car Jump Starter with 120 PSI Digital Air Compressor and 500-Watt Inverter,DXAEPS14,1,HARDWARE AND TOOLS,244.4,244.4,DEWALT,,Automotive,,Jump Starters
1176354,777726,1005203021,20-Volt MAX Compact Lithium-Ion 4.0Ah Battery Pack with 12-Volt to 20-Volt MAX Charger,DCB240C,1,HARDWARE AND TOOLS,240.34,240.34,DEWALT,,Tools,,Power Tool Batteries
1176354,778005,361551,RIDGID 1625CFM AIR MOVER W/WHLS&HNDL,AM2560,1,HARDWARE AND TOOLS,239.16,239.16,,,,,
1176354,777726,361551,RIDGID 1625CFM AIR MOVER W/WHLS&HNDL,AM2560,1,HARDWARE AND TOOLS,239.16,239.16,,,,,
1176354,778005,1002258129,M18 FUEL 24 in. 18V Lithium-Ion Brushless Cordless Hedge Trimmer (Tool-Only),2726-20,1,HARDWARE AND TOOLS,236.32,236.32,Milwaukee,,Outdoors,,Trimmers
1176354,778005,1003141977,M18 18-Volt Lithium-Ion High Output Battery Pack 6.0Ah,48-11-1865,1,HARDWARE AND TOOLS,226.44,226.44,Milwaukee,,Outdoors,,Outdoor Power Equipment Parts
1176354,777726,1006600698,ONE+ 18V 5-1/2 in. Flooring Saw with Blade (Tool Only),PGC21B,1,HARDWARE AND TOOLS,225.25,225.25,RYOBI,,Flooring,,Flooring Tools
1176354,778005,1000532601,Plastic Freestanding Garage Cabinet in Gray (35 in. W x 71 in. H x 18 in. D),17183679,1,HARDWARE AND TOOLS,224.52,224.52,HDX,,Storage & Organization,,Garage Cabinets
1176354,778005,1003975975,40V Expand-It Cordless Battery Attachment Capable String Trimmer with 4.0 Ah Battery and Charger,RY40250,1,HARDWARE AND TOOLS,221.93,221.93,RYOBI,,Outdoors,,Trimmers
1176354,778005,1001058171,Powerbolt2 Satin Nickel Single Cylinder Keypad Electronic Deadbolt Featuring SmartKey Security,99070-101,3,HARDWARE AND TOOLS,72.8,218.4,Kwikset,,Hardware,,Door Locks
1176354,777726,1002149991,M18 FUEL SURGE 18-Volt Lithium-Ion Brushless Cordless 1/4 in. Hex Impact Driver (Tool-Only),2760-20,1,HARDWARE AND TOOLS,217.67,217.67,Milwaukee,,Tools,Power Tools,Drills
1176354,777726,1000022427,70QT ULTRA LATCH STORAGE BOX,19888648,12,HARDWARE AND TOOLS,17.85,214.2,Sterilite,,Storage & Organization,,Storage Bins
1176354,778005,1007092739,Arched 3 in. (76 mm) Center-to-Center Matte Black Drawer Pull (10-Pack) (Please be advised that sets may be missing pieces or otherwise incomplete.),P22667C-FB-K1,7,HARDWARE AND TOOLS,30.55,213.85,Liberty,,Hardware,,Drawer Pulls
1176354,778005,1002365328,6.5 Amp Corded 7 in. Table Top Wet Tile Saw,R4021,1,HARDWARE AND TOOLS,211.19,211.19,RIDGID,,Flooring,,Flooring Tools
1176354,778005,1002965436,Ready-to-Assemble 24-Gauge Steel 1-Drawer 2-Door Garage Base Cabinet in Black (28 in. W x 33 in. H x 18 in. D,G2801B-US,1,HARDWARE AND TOOLS,208.11,208.11,Husky,,Storage & Organization,,Garage Cabinets
1176354,777726,1007830396,40-VOLT LITHIUM-ION QUICK CHARGER,OP408AVNM,2,HARDWARE AND TOOLS,100.31,200.62,RYOBI,,Outdoors,,Outdoor Power Replacement Parts
1176354,778005,513945,BW BIGHORN X CARNABY HSET VEN BRNZ,91800-007,1,HARDWARE AND TOOLS,193.41,193.41,,,,,
1176354,778005,929602,RIDGID 16 GAL DETACH BLOWER W/D VAC,WD1680,1,HARDWARE AND TOOLS,190.06,190.06,,,,,
1176354,777726,1004714733,25 ft. x 1-5/16 in. Wide Blade Magnetic Tape Measure with 17 ft. Reach,48-22-0225M,6,HARDWARE AND TOOLS,31.57,189.42,Milwaukee,,Tools,,Measuring Tools
1176354,778005,1003430744,"6 Gal. 3.5-Peak HP NXT Wet/Dry Shop Vacuum with Filter, Hose and Accessories",HD0600,2,HARDWARE AND TOOLS,94.19,188.38,RIDGID,,Tools,,Wet & Dry Vacuums
1176354,777726,1003430744,"6 Gal. 3.5-Peak HP NXT Wet/Dry Shop Vacuum with Filter, Hose and Accessories",HD0600,2,HARDWARE AND TOOLS,94.19,188.38,RIDGID,,Tools,,Wet & Dry Vacuums
1176354,777726,1002714648,HUSKY 8G 150 PSI HOTDOG COMPRESSOR,300816,1,HARDWARE AND TOOLS,185.05,185.05,Husky,,Tools,,Air Compressors
1176354,777726,346616,"""BOSCH 1-1/8"""" HEX CLAY SPADE5-3/8X21""""""",HS2169,3,HARDWARE AND TOOLS,60.89,182.67,,,,,
1176354,778005,1002240617,12V MAX CXT Lithium-Ion Cordless Reciprocating Saw Kit,RJ03R1,1,HARDWARE AND TOOLS,177.1,177.1,Makita,,Tools,,Saws
1176354,777726,1000023627,Plastic Freestanding Garage Cabinet in Black (35 in. W x 74 in. H x 18 in. D),214160,1,HARDWARE AND TOOLS,177.1,177.1,Keter,,Storage & Organization,,Garage Cabinets
1176354,777726,1005993465,"1000 Peak Amp Jump Starter, Dual USB, Rechargeable",SS6LV,2,HARDWARE AND TOOLS,88.55,177.1,Vector,,Automotive,,Jump Starters
1176354,777726,1003224757,26 in. Star Max Tile Cutter,14967,2,HARDWARE AND TOOLS,88.37,176.74,Rubi,,Flooring,,Flooring Tools
1176354,778005,911087,KS SIG JUNO CMB PCK VEN BRONZE,991J11PSMTCPK4,3,HARDWARE AND TOOLS,58.73,176.19,,,,,
1176354,778005,1000026321,6 SHELF CHROME WIRE UNIT 48X24X72,HD32448RCPS,1,HARDWARE AND TOOLS,172.59,172.59,,,,,
1176354,778005,1001222707,M18 18-Volt 5.0 Ah Lithium-Ion XC Extended Capacity Battery Pack,48-11-1850,1,HARDWARE AND TOOLS,172.27,172.27,Milwaukee,,Tools,,Power Tool Batteries
1176354,777726,1002620879,12 in. 9-Compartment Waterproof Storage Bin Small Parts Organizer,THD2015-03,18,HARDWARE AND TOOLS,9.51,171.18,Husky,,Tools,,Small Parts Organizers
1176354,777726,1003986541,40V Lithium-Ion 4.0 Ah Battery,OP4040A1,1,HARDWARE AND TOOLS,170.59,170.59,RYOBI,,Outdoors,,Outdoor Power Replacement Parts
1176354,778005,929602,RIDGID 16 GAL DETACH BLOWER W/D VAC,WD1680,1,HARDWARE AND TOOLS,167.8,167.8,,,,,
1176354,777726,909843,KW SIG JUNO COMBO PACK-SATIN NICKEL (Please be advised that sets may be missing pieces or otherwise incomplete.),991J 15 SMTCPK4,3,HARDWARE AND TOOLS,55.43,166.29,,,,,
1176354,778005,640064,BW NAUTICA X TOBIN HSET SATIN NICKEL,91800-004,1,HARDWARE AND TOOLS,165.97,165.97,,,,,
1176354,778005,380812,MKE M12 CORDLESS CAULK GUN BARE TOOL,2441-20,1,HARDWARE AND TOOLS,165.83,165.83,,,,,
1176354,777726,439571,RIDGID 4.5 GAL PRO PACK W/D VAC,WD4522,1,HARDWARE AND TOOLS,164.84,164.84,,,,,
1176354,777726,1004426598,26 in. W x 12 in. D Standard Duty 4-Drawer Top Tool Chest in Gloss Black,HKST98065BK,1,HARDWARE AND TOOLS,164.09,164.09,Husky,,Tools,,Tool Chests
1176354,778005,1002334719,18-Volt LXT Lithium-Ion High Capacity Battery Pack 5.0Ah with Fuel Gauge,BL1850B,1,HARDWARE AND TOOLS,163.76,163.76,Makita,,Outdoors,,Outdoor Power Replacement Parts
1176354,778005,492653,BW ARCH SGL CYL DBOLT VEN BRNZ,93800-006,4,HARDWARE AND TOOLS,40.49,161.96,,,,,
1176354,778005,1000015013,12 Amp 1-1/8 in. Stroke SAWZALL Reciprocating Saw,6519-30,1,HARDWARE AND TOOLS,159.39,159.39,Milwaukee,,Tools,,Saws
1176354,777726,1004593831,San Clemente Matte Black Single Cylinder Low Profile Door Handleset with Halifax Handle Featuring SmartKey Security,98180-020,1,HARDWARE AND TOOLS,158.41,158.41,Kwikset,,Hardware,,Entry Door Handlesets
1176354,777726,1002630600,1000-Watt Portable Car Power Inverter with Triple USB Ports,DXAEPI1000,1,HARDWARE AND TOOLS,157.75,157.75,DEWALT,,Automotive,,Car Power Inverters
1176354,778005,1002233252,1400 Peak Amp Portable Car Jump Starter with Digital Compressor,DXAEJ14,1,HARDWARE AND TOOLS,157.36,157.36,DEWALT,,Automotive,,Jump Starters
1176354,777726,1002233252,1400 Peak Amp Portable Car Jump Starter with Digital Compressor,DXAEJ14,1,HARDWARE AND TOOLS,157.36,157.36,DEWALT,,Automotive,,Jump Starters
1176354,777726,1002624841,San Clemente Low Profile Satin Nickel Single Cylinder Entry Door Handleset w/ Halifax Door Handle feat SmartKey Security,98180-002,1,HARDWARE AND TOOLS,154.45,154.45,Kwikset,,Hardware,Door Hardware,Entry Door Handlesets
1176354,778005,1006023029,ONE+ 18V Lithium-Ion 4.0 Ah Battery (2-Pack) and Charger Kit (Please be advised that sets may be missing pieces or otherwise incomplete.),PSK006,1,HARDWARE AND TOOLS,152.17,152.17,RYOBI,,Outdoors,,Outdoor Power Replacement Parts
1176354,777726,733594,"""RDG 3"""" X 18"""" BELT SANDER""",R2740,1,HARDWARE AND TOOLS,151.86,151.86,,,,,
1176354,777726,1005824555,ONE+ HP 18V Brushless 13 in. Cordless Battery String Trimmer (Tool Only),P20102BTLVNM,1,HARDWARE AND TOOLS,150.56,150.56,RYOBI,,Outdoors,,Trimmers
1176354,777726,754825,KS SIG HAWTHORN X JUNO HSET VEN BRNZ,800HEJ11PSMTCP,1,HARDWARE AND TOOLS,150.42,150.42,,,,,
1176354,777726,1003425899,18 in. 41 Pocket Heavy Duty Large Mouth Tool Bag with Tool Wall,67127-02,2,HARDWARE AND TOOLS,75.14,150.28,Husky,,Tools,,Tool Bags
1176354,777726,1006883262,"""HUSKY 235PC MECH SET 1/4,3/8,"" (Please be advised that sets may be missing pieces or otherwise incomplete.)",H235MTSCHEST,1,HARDWARE AND TOOLS,149.34,149.34,Husky,,Tools,,Hand Tool Sets
1176354,777726,1001723442,"Class 3 5000 lb. ""X"" Mount Security Kit with 2 in. Ball, 5/8 in. Locking Pin, 3-1/4 in. Drop x 2 in. Rise Ball Mount",709,3,HARDWARE AND TOOLS,49.77,149.31,TowSmart,,Automotive,,Hitches
1176354,777726,1006065610,4 ft. Solid Wood Top Workbench in Black,90352,1,HARDWARE AND TOOLS,147.9,147.9,Husky,,Storage & Organization,,Workbenches
1176354,777726,1005440264,ONE+ 18V 18 in. Cordless Battery Hedge Trimmer with 1.5 Ah Battery and Charger,P2670,1,HARDWARE AND TOOLS,146.76,146.76,RYOBI,,Outdoors,,Trimmers
1176354,778005,739922,KS SIG MONTARA JUNO HSET SATIN NICK,95530-018,1,HARDWARE AND TOOLS,145.35,145.35,,,,,
1176354,777726,1001536209,Montara Venetian Bronze Single Cylinder Door Handleset with Juno Entry Door Knob Featuring SmartKey Security,95530-019,1,HARDWARE AND TOOLS,145.35,145.35,Kwikset,,Hardware,,Entry Door Handlesets
1176354,778005,733780,KS SIG SHLBRN X TUSTIN HSET STN NICK,800SETNL15SMTCP,1,HARDWARE AND TOOLS,144.72,144.72,,,,,
1176354,778005,1004718224,25 ft. x 1-5/16 in. Gen II STUD Magnetic Tape Measure with 17 ft. Reach,48-22-9725M,4,HARDWARE AND TOOLS,35.88,143.52,Milwaukee,,Tools,,Measuring Tools
1176354,778005,1000532494,Plastic Freestanding Garage Cabinet in Gray (27 in. W x 68 in. H x 15 in. D),17183701,1,HARDWARE AND TOOLS,141.27,141.27,HDX,,Storage & Organization,,Garage Cabinets
1176354,777726,446334,RYB MITER SAW STAND,A18MS01,1,HARDWARE AND TOOLS,140.64,140.64,,,,,
1176354,777726,1004483095,SmartCode 913 Contemporary Matte Black Single Cylinder Keypad Electronic Deadbolt Featuring SmartKey Security,99130-011,1,HARDWARE AND TOOLS,136.81,136.81,Kwikset,,Hardware,,Door Locks
1176354,778005,1001536212,SmartCode 913 Venetian Bronze Single Cylinder Keypad Electronic Deadbolt Featuring SmartKey Security,99130-003,1,HARDWARE AND TOOLS,136.16,136.16,Kwikset,,Hardware,,Door Locks
1176354,778005,1000045230,7 in. 4.8 Amp Tabletop Tile Saw,WS722,1,HARDWARE AND TOOLS,135.41,135.41,RYOBI,,Flooring,,Flooring Tools
1176354,778005,1003097315,800 ft./lbs. 1/2 in. Impact Wrench,H4480,1,HARDWARE AND TOOLS,133.99,133.99,Husky,,Tools,,Air Tools
1176354,777726,1003097315,800 ft./lbs. 1/2 in. Impact Wrench,H4480,1,HARDWARE AND TOOLS,133.99,133.99,Husky,,Tools,,Air Tools
1176354,777726,1002591166,33 in. Folding Portable Workbench,DWST11556,1,HARDWARE AND TOOLS,130.34,130.34,DEWALT,,Tools,,Saw Horses
1176354,777726,960446,KS SIG JUNO ENTRY VEN BRONZE,740J 11PSMTCPK4,4,HARDWARE AND TOOLS,32.31,129.24,,,,,
1176354,778005,637107,"""HUSKY 11PC 1/2"""" DRV SAE DEEP IMP SET"" (Please be advised that sets may be missing pieces or otherwise incomplete.)",H2DSAEI11PCSR,4,HARDWARE AND TOOLS,32.24,128.96,,,,,
1176354,777726,1005055008,74 Qt. WeatherPro Heavy Duty Tote in Black (4-Pack) (Please be advised that sets may be missing pieces or otherwise incomplete.),588781,1,HARDWARE AND TOOLS,125.57,125.57,IRIS,,Storage & Organization,,Storage Bins
1176354,777726,1002625829,Balboa 690 Venetian Bronze Keyed Entry Door Handle and Single Cylinder Deadbolt Combo Pack (Please be advised that sets may be missing pieces or otherwise incomplete.),96900-365,3,HARDWARE AND TOOLS,41.78,125.34,Kwikset,,Hardware,,Door Locks
1176354,778005,1004280253,"""HUSKY 149PC MECH SET 1/4,3/8,1/2"""""" (Please be advised that sets may be missing pieces or otherwise incomplete.)",H149MTS,1,HARDWARE AND TOOLS,123.42,123.42,Husky,,Tools,,Hand Tool Sets
1176354,777726,1005530977,30 Amp Automotive Portable Car Battery Charger with 80 Amp Engine Start and Alternator Check,DXAEC801B,1,HARDWARE AND TOOLS,122.77,122.77,DEWALT,,Automotive,,Car Battery Chargers
1176354,778005,1006263015,"16 Gal. 5.0-Peak HP NXT Wet/Dry Shop Vacuum with Filter, Hose and Accessories",HD1640,1,HARDWARE AND TOOLS,122.6,122.6,RIDGID,,Tools,,Wet & Dry Vacuums
